college_name,college_details_link,college_city_name,college_address,subject1,subject1_link,subject2,subject2_link,subject3,subject3_link,subject4,subject4_link,college_review_link,write_review_link,college_course_list_link,college_contact_detail_link,college_city_latitude,college_city_longitude,college_address_latitude,college_address_longitude
"Deuti Engineering College,",https://www.collegenp.com/college/deuti-engineering-college-surkhet/,Surkhet,"Birendranagar, Surkhet",TSLC in Electrical Engineering (Electrical Sub-overseer),https://www.collegenp.com/course/deuti-engineering-college-surkhet-tslc-in-electrical-engineering-electrical-sub-overseer-sub-overs/,TSLC in Survey Engineering (AMIN),https://www.collegenp.com/course/deuti-engineering-college-surkhet-tslc-in-survey-engineering-amin-amin/,,,,,https://www.collegenp.com/college/deuti-engineering-college-surkhet/#discussion,https://www.collegenp.com/college/deuti-engineering-college-surkhet/write-review/,https://www.collegenp.com/college/deuti-engineering-college-surkhet/#course-list,https://www.collegenp.com/college/deuti-engineering-college-surkhet/#contact-detail,29.8826917,80.1912486,28.59887315,81.60585694604744
"Deuti Technical Training Institute,",https://www.collegenp.com/college/deuti-technical-training-institute-surkhet/,Surkhet,"Birendranagar, Surkhet",TSLC in Civil Engineering (Civil Sub-Overseer),https://www.collegenp.com/course/deuti-technical-training-institute-surkhet-tslc-in-civil-engineering-civil-sub-overseer-lab-asista/,TSLC in Medical Lab Technology (Lab Assistant),https://www.collegenp.com/course/deuti-technical-training-institute-surkhet-tslc-in-medical-lab-technology-lab-assistant-lab-asista/,Veterinary JTA,https://www.collegenp.com/course/deuti-technical-training-institute-surkhet-veterinary-jta-jta/,,,https://www.collegenp.com/college/deuti-technical-training-institute-surkhet/#discussion,https://www.collegenp.com/college/deuti-technical-training-institute-surkhet/write-review/,https://www.collegenp.com/college/deuti-technical-training-institute-surkhet/#course-list,https://www.collegenp.com/college/deuti-technical-training-institute-surkhet/#contact-detail,29.8826917,80.1912486,28.59887315,81.60585694604744
"Devaki College of Management and Science,",https://www.collegenp.com/college/devaki-college-of-management-and-science-siraha/,Siraha,"Mirchaiya, Siraha",Bachelor of Business Administration (BBA),https://www.collegenp.com/course/devaki-college-of-management-and-science-siraha-bachelor-of-business-administration-bba-bba/,,,,,,,https://www.collegenp.com/college/devaki-college-of-management-and-science-siraha/#discussion,https://www.collegenp.com/college/devaki-college-of-management-and-science-siraha/write-review/,https://www.collegenp.com/college/devaki-college-of-management-and-science-siraha/#course-list,https://www.collegenp.com/college/devaki-college-of-management-and-science-siraha/#contact-detail,26.74167025,86.34943521246359,26.83219615,86.24484346758189
"Devchuli College,",https://www.collegenp.com/college/devchuli-college-nawalparasi/,Nawalparasi,"Rajhar, Nawalparasi",Bachelor of Education (B.Ed),https://www.collegenp.com/course/devchuli-college-nawalparasi-bachelor-of-education-bed-bed/,Bachelor of Business Studies (BBS),https://www.collegenp.com/course/devchuli-college-nawalparasi-bachelor-of-business-studies-bbs-bbs/,,,,,https://www.collegenp.com/college/devchuli-college-nawalparasi/#discussion,https://www.collegenp.com/college/devchuli-college-nawalparasi/write-review/,https://www.collegenp.com/college/devchuli-college-nawalparasi/#course-list,https://www.collegenp.com/college/devchuli-college-nawalparasi/#contact-detail,27.5056796,83.7683615,27.66490635,85.3293451574824
"Devchuli Secondary School,",https://www.collegenp.com/college/devchuli-secondary-school-nawalparasi/,Nawalparasi,"Rajahar, Nawalparasi",Ten Plus Two (+2) Management,https://www.collegenp.com/course/devchuli-secondary-school-nawalparasi-ten-plus-two-2-management-2-management/,Ten Plus Two (+2) Education,https://www.collegenp.com/course/devchuli-secondary-school-nawalparasi-ten-plus-two-2-education-2-education/,Ten Plus two in Civil Engineering,https://www.collegenp.com/course/devchuli-secondary-school-nawalparasi-ten-plus-two-in-civil-engineering-2-engineering/,,,https://www.collegenp.com/college/devchuli-secondary-school-nawalparasi/#discussion,https://www.collegenp.com/college/devchuli-secondary-school-nawalparasi/write-review/,https://www.collegenp.com/college/devchuli-secondary-school-nawalparasi/#course-list,https://www.collegenp.com/college/devchuli-secondary-school-nawalparasi/#contact-detail,27.5056796,83.7683615,27.7190537,84.23988156061733
"Devdaha Adarsha Multiple Campus,",https://www.collegenp.com/college/devdaha-adarsha-multiple-campus-rupandehi/,Rupandehi,"Butwal, Rupandehi",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/devdaha-adarsha-multiple-campus-rupandehi-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/devdaha-adarsha-multiple-campus-rupandehi-bachelor-of-education-bed-bed/,,,,,https://www.collegenp.com/college/devdaha-adarsha-multiple-campus-rupandehi/#discussion,https://www.collegenp.com/college/devdaha-adarsha-multiple-campus-rupandehi/write-review/,https://www.collegenp.com/college/devdaha-adarsha-multiple-campus-rupandehi/#course-list,https://www.collegenp.com/college/devdaha-adarsha-multiple-campus-rupandehi/#contact-detail,27.54877355,83.40335273463867,27.6827731,83.44386204928969
"Deveshwary Secondary School,",https://www.collegenp.com/college/deveshwary-secondary-school-bajhang/,Bajhang,"Deulekh, Bajhang",Ten Plus Two Education,https://www.collegenp.com/course/deveshwary-secondary-school-bajhang-ten-plus-two-education-2-education/,,,,,,,https://www.collegenp.com/college/deveshwary-secondary-school-bajhang/#discussion,https://www.collegenp.com/college/deveshwary-secondary-school-bajhang/write-review/,https://www.collegenp.com/college/deveshwary-secondary-school-bajhang/#course-list,https://www.collegenp.com/college/deveshwary-secondary-school-bajhang/#contact-detail,29.72199625,81.24607266819797,29.5257134,80.8180544
"Devi Secondary School,",https://www.collegenp.com/college/devi-secondary-school-lalitpur/,Lalitpur,"Devichaur, Lalitpur",Ten Plus Two (10+2) Management,https://www.collegenp.com/course/devi-secondary-school-lalitpur-ten-plus-two-102-management-2-management/,Ten Plus Two (10+2) Education,https://www.collegenp.com/course/devi-secondary-school-lalitpur-ten-plus-two-102-education-2-education/,,,,,https://www.collegenp.com/college/devi-secondary-school-lalitpur/#discussion,https://www.collegenp.com/college/devi-secondary-school-lalitpur/write-review/,https://www.collegenp.com/college/devi-secondary-school-lalitpur/#course-list,https://www.collegenp.com/college/devi-secondary-school-lalitpur/#contact-detail,24.70038485,78.51866758648347,27.55637635,85.28541803611557
"Devi Secondary School, Dailekh,",https://www.collegenp.com/college/devi-secondary-school-dailekh/,Dailekh,"Malika, Dailekh",Ten Plus Two Education,https://www.collegenp.com/course/devi-secondary-school-dailekh-ten-plus-two-education-2-education/,,,,,,,https://www.collegenp.com/college/devi-secondary-school-dailekh/#discussion,https://www.collegenp.com/college/devi-secondary-school-dailekh/write-review/,https://www.collegenp.com/college/devi-secondary-school-dailekh/#course-list,https://www.collegenp.com/college/devi-secondary-school-dailekh/#contact-detail,29.3101044,80.9569421,28.7855489,81.62578645855042
"Devisthan Secondary School,",https://www.collegenp.com/college/devisthan-secondary-school-baglung/,Baglung,"Devisthan, Baglung",Ten Plus Two in Humanities,https://www.collegenp.com/course/devisthan-secondary-school-baglung-ten-plus-two-in-humanities-2-humanities/,Ten Plus Two in Education,https://www.collegenp.com/course/devisthan-secondary-school-baglung-ten-plus-two-in-education-2-education/,,,,,https://www.collegenp.com/college/devisthan-secondary-school-baglung/#discussion,https://www.collegenp.com/college/devisthan-secondary-school-baglung/write-review/,https://www.collegenp.com/college/devisthan-secondary-school-baglung/#course-list,https://www.collegenp.com/college/devisthan-secondary-school-baglung/#contact-detail,28.3563353,83.14253600515775,28.331681250000003,83.09124915577496
"Dewal Secondary School,",https://www.collegenp.com/college/dewal-secondary-school-dadeldhura/,Dadeldhura,"Dewal Dibyapur, Dadeldhura",,,,,,,,,https://www.collegenp.com/college/dewal-secondary-school-dadeldhura/#discussion,https://www.collegenp.com/college/dewal-secondary-school-dadeldhura/write-review/,https://www.collegenp.com/college/dewal-secondary-school-dadeldhura/#course-list,https://www.collegenp.com/college/dewal-secondary-school-dadeldhura/#contact-detail,29.2097008,80.50065085297987,29.36163345,80.45039219842991
"Dhading Boarding Secondary School,",https://www.collegenp.com/college/dhading-boarding-secondary-school/,Dhading,"Dhadingbesi, Dhading",Ten Plus Two in Management,https://www.collegenp.com/course/dhading-boarding-secondary-school-ten-plus-two-in-management-2-management/,Ten Plus Two in Education,https://www.collegenp.com/course/dhading-boarding-secondary-school-ten-plus-two-in-education-2-education/,,,,,https://www.collegenp.com/college/dhading-boarding-secondary-school/#discussion,https://www.collegenp.com/college/dhading-boarding-secondary-school/write-review/,https://www.collegenp.com/college/dhading-boarding-secondary-school/#course-list,https://www.collegenp.com/college/dhading-boarding-secondary-school/#contact-detail,28.0085212,84.90613900198466,27.9092066,84.8825573
"Dhading Multiple Campus,",https://www.collegenp.com/college/dhading-multiple-campus-dhading/,Dhading,"Baireni, Dhading",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/dhading-multiple-campus-dhading-bachelor-of-business-studies-bbs-bbs/,,,,,,,https://www.collegenp.com/college/dhading-multiple-campus-dhading/#discussion,https://www.collegenp.com/college/dhading-multiple-campus-dhading/write-review/,https://www.collegenp.com/college/dhading-multiple-campus-dhading/#course-list,https://www.collegenp.com/college/dhading-multiple-campus-dhading/#contact-detail,28.0085212,84.90613900198466,27.7621369,84.97492290455409
"Dhambojhi Secondary School,",https://www.collegenp.com/college/dhambojhi-secondary-school-banke/,Banke,"Nepalgunj, Banke",Ten Plus Two in Management,https://www.collegenp.com/course/dhambojhi-secondary-school-banke-ten-plus-two-in-management-2-management/,Ten Plus Two in Science,https://www.collegenp.com/course/dhambojhi-secondary-school-banke-ten-plus-two-in-science-2-science/,Ten Plus Two in Education,https://www.collegenp.com/course/dhambojhi-secondary-school-banke-ten-plus-two-in-education-2-education/,Ten Plus two in Computer Engineering,https://www.collegenp.com/course/dhambojhi-secondary-school-banke-ten-plus-two-in-computer-engineering-2-computer-engineering/,https://www.collegenp.com/college/dhambojhi-secondary-school-banke/#discussion,https://www.collegenp.com/college/dhambojhi-secondary-school-banke/write-review/,https://www.collegenp.com/college/dhambojhi-secondary-school-banke/#course-list,https://www.collegenp.com/college/dhambojhi-secondary-school-banke/#contact-detail,28.0960951,81.7714408432148,28.0653558,81.64970639954868
"Dhangadhi Secondary School,",https://www.collegenp.com/college/dhangadhi-secondary-school-kailali/,Kailali,"Dhangadhi, Kailali",Ten Plus two in Civil Engineering,https://www.collegenp.com/course/dhangadhi-secondary-school-kailali-ten-plus-two-in-civil-engineering-2-engineering/,Ten Plus Two Science,https://www.collegenp.com/course/dhangadhi-secondary-school-kailali-ten-plus-two-science-2-science/,Ten Plus Two Management,https://www.collegenp.com/course/dhangadhi-secondary-school-kailali-ten-plus-two-management-2-management/,Ten Plus Two Humanities,https://www.collegenp.com/course/dhangadhi-secondary-school-kailali-ten-plus-two-humanities-2-humanities/,https://www.collegenp.com/college/dhangadhi-secondary-school-kailali/#discussion,https://www.collegenp.com/college/dhangadhi-secondary-school-kailali/write-review/,https://www.collegenp.com/college/dhangadhi-secondary-school-kailali/#course-list,https://www.collegenp.com/college/dhangadhi-secondary-school-kailali/#contact-detail,28.73152495,80.9036982731563,28.703304,80.567017
"Dhankuta Multiple Campus,",https://www.collegenp.com/college/dhankuta-multiple-campus-dhankuta/,Dhankuta,"Dhankuta, Dhankuta",Bachelor of Education (B.Ed),https://www.collegenp.com/course/dhankuta-multiple-campus-dhankuta-bachelor-of-education-bed-bed/,Bachelor of Arts (BA),https://www.collegenp.com/course/dhankuta-multiple-campus-dhankuta-bachelor-of-arts-ba-ba/,MA in Rural Development,https://www.collegenp.com/course/dhankuta-multiple-campus-dhankuta-ma-in-rural-development-ma/,,,https://www.collegenp.com/college/dhankuta-multiple-campus-dhankuta/#discussion,https://www.collegenp.com/college/dhankuta-multiple-campus-dhankuta/write-review/,https://www.collegenp.com/college/dhankuta-multiple-campus-dhankuta/#course-list,https://www.collegenp.com/college/dhankuta-multiple-campus-dhankuta/#contact-detail,26.9825083,87.3451034,26.9825083,87.3451034
"Dhanwantari Ayurbigyan Adhyayan Sansthan,",https://www.collegenp.com/college/dhanwantari-ayurbigyan-adhyayan-sansthan-kathmandu/,Kathmandu,"Bafal, Kathmandu",PCL in Ayurveda and General Medicine,https://www.collegenp.com/course/dhanwantari-ayurbigyan-adhyayan-sansthan-kathmandu-pcl-in-ayurveda-and-general-medicine-pcl-in-ayurv/,,,,,,,https://www.collegenp.com/college/dhanwantari-ayurbigyan-adhyayan-sansthan-kathmandu/#discussion,https://www.collegenp.com/college/dhanwantari-ayurbigyan-adhyayan-sansthan-kathmandu/write-review/,https://www.collegenp.com/college/dhanwantari-ayurbigyan-adhyayan-sansthan-kathmandu/#course-list,https://www.collegenp.com/college/dhanwantari-ayurbigyan-adhyayan-sansthan-kathmandu/#contact-detail,27.708317,85.3205817,27.7002299,85.2817551
"Dhara Secondary School,",https://www.collegenp.com/college/dhara-secondary-school/,Baglung,"Tangram, Baglung",Ten Plus Two in Education,https://www.collegenp.com/course/dhara-secondary-school-ten-plus-two-in-education-2-education/,,,,,,,https://www.collegenp.com/college/dhara-secondary-school/#discussion,https://www.collegenp.com/college/dhara-secondary-school/write-review/,https://www.collegenp.com/college/dhara-secondary-school/#course-list,https://www.collegenp.com/college/dhara-secondary-school/#contact-detail,28.3563353,83.14253600515775,27.66490635,85.3293451574824
"Dharan City College,",https://www.collegenp.com/college/dharan-city-college-sunsari/,Sunsari,"Dharan, Sunsari",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/dharan-city-college-sunsari-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/dharan-city-college-sunsari-bachelor-of-education-bed-bed/,Bachelor of Arts (BA),https://www.collegenp.com/course/dharan-city-college-sunsari-bachelor-of-arts-ba-ba/,,,https://www.collegenp.com/college/dharan-city-college-sunsari/#discussion,https://www.collegenp.com/college/dharan-city-college-sunsari/write-review/,https://www.collegenp.com/college/dharan-city-college-sunsari/#course-list,https://www.collegenp.com/college/dharan-city-college-sunsari/#contact-detail,26.6410141,87.13784837071537,26.8128974,87.2839978
